,주차장관리번호,주차장명,주차장구분,주차장유형,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도_x,데이터기준일자,제공기관코드,제공기관명,Unnamed: 33,도로명주소,행정구역
144,122-3-000001,구청 부설,공영,부설,201,2,요일제,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5179663586,127.0470610826,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 학동로 426,삼성2동
145,122-3-000002,삼성로별관 부설,공영,부설,45,2,요일제,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5159099376,127.0521408548,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 삼성로 628,삼성1동
146,122-1-000001,강남대로150길,공영,노상,7,1,요일제,평일,10:00,20:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.516193545300005,127.02065462600001,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 도산대로 108,논현1동
147,122-1-000002,논현로131길,공영,노상,21,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.514047266,127.0295490687,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 학동로 171,논현1동
148,122-1-000003,테헤란로69길,공영,노상,13,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.506351874,127.05261374700001,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 테헤란로69길 8,삼성2동
149,114-2-000038,여울,공영,노외,76,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.5350395309,126.824149454,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 가로공원로 72,화곡제1동
150,114-2-000037,서서울,공영,노외,70,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,9000.0,-1.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.528565,126.832411,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 남부순환로64길 2,신월3동
151,114-1-000017,양천구청,공영,노상,70,3,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.517453,126.866866,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동동로 105,신정6동
152,114-1-000016,양천공원옆,공영,노상,11,3,미시행,평일+토요일,09:00,19:00,09:00,13:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.518823,126.869049,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동동로 151,신정6동
153,114-1-000015,한전뒷길,공영,노상,24,3,미시행,평일+토요일,09:00,19:00,09:00,13:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.519693,126.869196,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 301-13,신정6동
154,114-1-000014,한국통신,공영,노상,28,2,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,5.0,250.0,-1.0,-1.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.528215,126.871319,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 211,목1동
155,114-1-000013,현대41타워 옆,공영,노상,24,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,혼합,5,150,5.0,150.0,-1.0,-1.0,-1.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.527648,126.875211,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동동로 257,목1동
156,114-1-000012,부영그린,공영,노상,15,2,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,5.0,250.0,-1.0,-1.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.536811,126.881493,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 41,목5동
157,114-1-000011,법안정사,공영,노상,38,2,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,5.0,250.0,-1.0,-1.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.533782,126.876616,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 113,목5동
158,114-1-000011,법안정사,공영,노상,38,2,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,5.0,250.0,-1.0,-1.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.533782,126.876616,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 113,목5동
159,114-1-000010,파리공원,공영,노상,32,3,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.533782,126.876616,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 113,목5동
160,114-1-000010,파리공원,공영,노상,32,3,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.533782,126.876616,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 113,목5동
161,114-1-000008,곰달래로5길,공영,노상,79,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.529841,126.8343586,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 곰달래로 15,화곡제1동
162,114-1-000007,신월1동저지2구역,공영,노상,78,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.536332,126.834166,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 월정로 201-1,신월1동
163,114-1-000006,신월1동저지1구역,공영,노상,60,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.529793774,126.8379098696,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 곰달래로 46,화곡제1동
164,114-1-000005,"신정1,3동 복개",공영,노상,144,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.520789,126.852913,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 중앙로 276,신정1동
165,114-1-000004,신정4동 로데오길,공영,노상,53,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.527774,126.861883,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동로25길 19,신정4동
166,114-1-000003,신정4동길,공영,노상,129,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.526281,126.861623,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 신정중앙로 90,신정4동
167,114-2-000034,신정7동 한사랑교회 앞,공영,노외,125,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,-1.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.514721,126.860059,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동동로 33,신정7동
168,114-2-000033,문화회관서측,공영,노외,23,3,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.51638300000001,126.862569,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 375,신정7동
169,114-1-000002,굿모닝탑 앞,공영,노상,17,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.516263,126.861693,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 381,신정7동
170,114-1-000001,양천경찰서,공영,노상,31,3,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.516781,126.864963,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 351,신정6동
171,114-2-000031,밝은빛,공영,노외,23,3,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.516217,126.861236,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 387,신정7동
172,114-2-000029,문화회관동측,공영,노외,80,3,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.517019,126.863725,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 363,신정6동
173,114-2-000028,문화회관 지하,공영,노외,93,3,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.5164386,126.8633461,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 367,신정6동
174,114-2-000027,어울림,공영,노외,32,3,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.522152,126.869307,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 283,신정6동
175,114-2-000025,다락골,공영,노외,102,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.516131,126.849601,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 중앙로29길 41,신정3동
176,114-2-000024,법마을,공영,노외,18,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.521636,126.860547,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 은행정로6길 7,신정1동
177,114-2-000023,구름다리,공영,노외,52,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.5240854295,126.833021609,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 지양로14길 15,신월7동
178,114-2-000022,한울,공영,노외,21,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.520004,126.83189945870001,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 지양로7길 29,신월7동
179,114-2-000021,능골,공영,노외,61,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.533173,126.824559,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 가로공원로58길 16,신월3동
180,114-2-000020,신우,공영,노외,107,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.534569,126.828575,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 남부순환로 364,신월3동
181,114-2-000019,당곡,공영,노외,45,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.524465,126.845025,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 월정로6길 22-2,신월2동
182,114-2-000018,신영시장,공영,노외,23,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,혼합,5,150,5.0,150.0,-1.0,9000.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.533088,126.836284,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 월정로 161,신월1동
183,114-2-000017,마을마당,공영,노외,114,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.530544,126.8332994,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 곰달래로3길 13,신월1동
184,114-2-000016,곰달래,공영,노외,107,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.5294977,126.8360152,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 곰달래로10길 4,신월1동
185,114-2-000015,가로공원,공영,노외,376,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.5367251491,126.8308300981,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 가로공원로 133,신월5동
186,114-2-000014,목동타운홀,공영,노외,25,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.532877,126.876896,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동동로 345,목5동
187,114-2-000013,우리,공영,노외,40,3,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.53667100000001,126.879154,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 63,목5동
188,114-2-000012,광장,공영,노외,42,3,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,100000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.535507,126.879401,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동동로 381,목5동
189,114-2-000011,도서관,공영,노외,48,3,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.533463,126.876624,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 113,목5동
190,114-2-000010,한두,공영,노외,39,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.548771,126.866094,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동중앙북로7가길 25,목3동
191,114-2-000009,목3동 해운,공영,노외,64,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.5419998,126.865111,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동중앙남로14가길 39,목3동
192,114-2-000008,목2동 월촌,공영,노외,79,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.546036,126.874808,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동중앙북로18길 12-1,목2동
193,114-2-000007,달마을,공영,노외,30,5,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.544424,126.871574,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동중앙본로30가길 10,목2동
194,114-2-000006,양천사회단체봉사센터,공영,노외,20,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.53182329999999,126.875401,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 131,목5동
195,114-2-000005,목동,공영,노외,1022,3,미시행,평일+토요일+공휴일,07:00,22:00,08:00,19:00,08:00,19:00,혼합,5,150,5.0,150.0,-1.0,10000.0,70000.0,신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.5281321595,126.8765231493,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동동로 298,목1동
196,114-2-000003,바람개비,공영,노외,186,3,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,혼합,5,150,5.0,150.0,-1.0,9000.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.530285,126.874151,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 목동서로 170,목1동
197,114-2-000002,한마음,공영,노외,426,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,5,150,5.0,150.0,-1.0,-1.0,70000.0,현금+신용카드,-1,서울특별시 양천구청 교통지도과,02-2620-3736,37.530767,126.878046,2019-05-30,3140000,서울특별시 양천구,-1.0,서울특별시 양천구 안양천로 939,목1동
198,101-1-000006,DDP동측(양쪽),공영,노상,21,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2290-6449,37.565526,127.00975,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 중구 을지로7가 을지로 286,광희동
199,101-1-000007,DDP북측 마장로,공영,노상,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2290-6449,37.568218,127.010963,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 중구 을지로7가 을지로 281,신당동
200,116-1-000002,가마산고가밑,공영,노상,18,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,031-405-8808,37.492863,126.882748,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 구로구 가마산로12길 20,구로제2동
201,117-1-000001,가산동 금천교,공영,노상,40,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,031-405-8808,37.46641500000001,126.887035,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 금천구 가산디지털1로 1,가산동
202,115-2-000004,가양3동,공영,노외,54,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2663-6209,37.560525,126.859687,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 강서구 양천로59길 38,가양제3동
203,116-1-000003,개봉역(남단),공영,노상,30,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,031-405-8808,37.493024,126.856043,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 구로구 개봉로19길 21,개봉제2동
204,116-1-000004,개봉역(북),공영,노상,11,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,150,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-850-0916,37.495483,126.856286,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 구로구 개봉로23가길 2,개봉제1동
205,116-1-000005,개봉역(중앙),공영,노상,29,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,031-405-8808,37.494479,126.856192,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 구로구 남부순환로95길 42-11,개봉제2동
206,115-2-000001,개화산역,공영,노외,324,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2662-6415,37.572362,126.805774,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 강서구 양천로 22,방화제2동
207,115-2-000002,개화역,공영,노외,387,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2290-6312,37.577917,126.798208,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 강서구 개화동로8길 19,방화제2동
208,115-2-000005,공항동(송정역),공영,노외,11,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,-1,37.560321,126.810614,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 강서구 공항대로4길 26-4,공항동
209,100-1-000017,관철동,공영,노상,7,1,미시행,평일+토요일+공휴일,09:00,22:00,09:00,14:00,00:00,00:00,혼합,30,2000,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-738-0909,37.568437,126.986713,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 종로구 청계천로 83,종로1·2·3·4가동
210,116-2-000001,구로디지털단지역,공영,노외,93,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-859-6318,37.485258,126.90161100000002,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 구로구 도림천로 477,구로제3동
211,120-2-000001,구로디지털단지역(상),공영,노외,33,3,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,5,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,031-405-8808,37.484644,126.903739,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 관악구 신사로 7,조원동
212,111-2-000001,구파발역,공영,노외,401,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2290-6088,37.638085,126.919142,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 은평구 진관2로 15-40,진관동
214,101-1-000003,남대문 초입,공영,노상,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2290-6449,37.559718,126.975617,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 중구 남대문로4가 세종대로 40,소공동
215,101-1-000026,남대문 화물,공영,노상,9,1,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,유료,5,500,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2663-6209,37.560708,126.976815,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 중구 남대문로4가 남대문로 10,소공동
216,117-2-000001,남부여성발전센터,공영,노외,129,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,070-7119-2603,37.463149,126.906039,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 금천구 독산로50길 23,시흥제4동
217,101-1-000002,남산공원 소월로,공영,노상,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2290-6449,37.555067,126.977016,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 용산구 소월로 56,후암동
218,101-1-000011,남산공원 소파로,공영,노상,22,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,서울시설공단,02-2290-6449,37.556088,126.97845900000002,2019-04-30,B553774,서울시설공단,-1.0,서울특별시 중구 퇴계로6가길 18,회현동
