기간	자치구	성별	연령	합계	재학	재학	재학	재학	재학	재학	재학	졸업	졸업	졸업	졸업	졸업	졸업	졸업	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	수료	수료	수료	수료	안받았음(미취학포함)
2015	동대문구	남자	35~39세	13,764	300	-	-	-	36	83	181	12,356	1	113	3,304	2,147	5,810	981	877	-	8	104	270	435	60	230	23	46	161	1
2015	동대문구	남자	40~44세	14,438	186	-	-	-	28	47	111	13,187	24	248	4,851	1,964	4,823	1,277	779	15	89	117	207	281	70	275	71	21	183	11
2015	동대문구	남자	45~49세	13,376	100	-	-	-	19	33	48	12,663	184	592	5,865	1,182	4,008	832	439	8	15	102	112	164	38	166	27	39	100	8
2015	동대문구	남자	50~54세	13,474	50	-	-	-	-	8	42	12,653	556	1,322	5,704	1,079	3,227	765	629	94	105	91	84	241	14	132	20	6	106	10
2015	동대문구	남자	55~59세	13,209	26	-	-	-	-	-	26	12,393	994	1,813	6,028	795	2,202	561	649	110	200	145	41	138	15	128	9	35	84	13
2015	동대문구	남자	60~64세	10,341	1	-	1	-	-	-	-	9,661	1,047	2,055	4,400	322	1,434	403	471	75	114	152	34	74	22	166	27	43	96	42
2015	동대문구	남자	65~69세	8,362	1	-	1	-	-	-	-	7,730	1,483	1,611	3,079	251	996	310	431	47	153	109	53	55	14	77	19	13	45	123
2015	동대문구	남자	70~74세	6,652	-	-	-	-	-	-	-	5,904	1,418	1,348	2,127	83	744	184	514	126	108	124	37	119	-	26	13	6	7	208
2015	동대문구	남자	75~79세	4,278	-	-	-	-	-	-	-	3,734	1,129	675	1,216	82	497	135	283	71	77	76	28	31	-	13	-	7	6	248
2015	동대문구	남자	80~84세	1,940	-	-	-	-	-	-	-	1,503	505	215	472	23	225	63	206	65	55	20	-	66	-	30	6	12	12	201
2015	동대문구	남자	85세 이상	885	-	-	-	-	-	-	-	691	240	152	148	51	58	42	46	22	9	15	-	-	-	8	8	-	-	140
2015	동대문구	여자	계	167,357	30,162	7,009	4,093	4,712	1,791	10,647	1,910	124,093	14,823	14,221	45,020	15,322	30,256	4,451	5,585	1,694	831	857	997	1,045	161	1,537	370	422	745	5,980
2015	동대문구	여자	6~9세	4,828	3,736	3,736	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,092
2015	동대문구	여자	10~14세	6,157	6,150	3,273	2,877	-	-	-	-	-	-	-	-	-	-	-	7	-	7	-	-	-	-	-	-	-	-	-
2015	동대문구	여자	15~19세	9,381	8,555	-	1,215	4,710	614	2,016	-	717	-	18	699	-	-	-	109	-	21	70	12	6	-	-	-	-	-	-
2015	동대문구	여자	20~24세	14,824	8,838	-	-	-	1,019	7,508	311	5,632	-	45	1,651	2,153	1,765	18	256	-	-	44	130	73	9	95	18	77	-	3
2015	동대문구	여자	25~29세	12,922	1,646	-	-	2	45	681	918	10,671	-	58	1,419	2,721	6,027	446	372	-	7	29	157	172	7	222	21	106	95	11
2015	동대문구	여자	30~34세	13,895	530	-	-	-	55	126	349	12,705	-	42	2,500	2,932	6,192	1,039	330	-	8	50	168	96	8	313	68	72	173	17
2015	동대문구	여자	35~39세	12,860	277	-	-	-	30	110	137	11,915	-	105	3,210	2,569	5,053	978	407	-	13	53	126	154	61	260	35	29	196	1
2015	동대문구	여자	40~44세	13,239	194	-	-	-	13	71	110	12,457	25	254	5,731	2,134	3,565	748	323	-	18	62	81	120	42	258	81	61	116	7
2015	동대문구	여자	45~49세	13,100	164	-	1	-	15	103	45	12,457	257	928	6,820	1,214	2,778	460	370	-	27	103	111	115	14	107	36	14	57	2
2015	동대문구	여자	50~54세	13,318	51	-	-	-	-	31	20	12,756	654	1,945	7,164	674	2,017	302	415	71	67	56	55	153	13	95	46	8	41	1
2015	동대문구	여자	55~59세	14,052	12	-	-	-	-	-	12	13,447	1,624	3,137	6,799	394	1,238	255	517	140	130	137	50	53	7	65	20	13	32	11
2015	동대문구	여자	60~64세	11,217	9	-	-	-	-	1	8	10,398	2,440	2,844	4,030	261	671	152	499	141	153	110	61	34	-	70	30	19	21	241
2015	동대문구	여자	65~69세	9,062	-	-	-	-	-	-	-	8,052	2,810	2,189	2,499	146	385	23	513	268	67	107	33	38	-	23	15	8	-	474
2015	동대문구	여자	70~74세	7,706	-	-	-	-	-	-	-	6,175	2,881	1,490	1,443	73	276	12	597	401	133	29	7	27	-	22	-	8	14	912
2015	동대문구	여자	75~79세	5,415	-	-	-	-	-	-	-	3,752	2,259	613	690	17	168	5	489	375	101	7	6	-	-	-	-	-	-	1,174
2015	동대문구	여자	80~84세	3,204	-	-	-	-	-	-	-	1,935	1,168	382	274	5	93	13	271	211	56	-	-	4	-	7	-	7	-	991
2015	동대문구	여자	85세 이상	2,177	-	-	-	-	-	-	-	1,024	705	171	91	29	28	-	110	87	23	-	-	-	-	-	-	-	-	1,043
2015	중랑구	합계	계	377,939	62,058	16,664	10,824	14,243	5,559	12,731	2,037	287,504	26,292	33,480	121,764	37,729	60,723	7,516	16,842	2,912	2,579	3,222	3,884	3,979	266	2,667	601	635	1,431	8,868
2015	중랑구	합계	6~9세	10,870	8,745	8,745	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2,125
2015	중랑구	합계	10~14세	14,713	14,712	7,917	6,795	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
2015	중랑구	합계	15~19세	21,240	18,786	-	3,202	11,893	1,745	1,946	-	2,244	-	72	2,172	-	-	-	210	-	26	146	32	6	-	-	-	-	-	-
2015	중랑구	합계	20~24세	27,901	14,246	-	819	2,318	3,069	7,944	96	12,779	5	182	5,987	4,174	2,424	7	807	-	31	181	421	174	-	65	42	23	-	4
2015	중랑구	합계	25~29세	28,466	3,164	-	-	-	409	2,009	746	23,170	-	149	4,837	6,979	10,738	467	1,780	-	27	150	941	649	13	349	97	170	82	3
2015	중랑구	합계	30~34세	32,967	922	-	1	2	133	276	510	29,777	-	279	8,144	8,058	11,970	1,326	1,780	-	75	234	761	668	42	483	75	90	318	5
2015	중랑구	합계	35~39세	30,309	521	-	-	6	54	154	307	27,753	1	326	9,408	6,551	10,049	1,418	1,568	-	72	205	579	658	54	459	66	84	309	8
2015	중랑구	합계	40~44세	31,103	511	-	2	4	95	196	214	28,946	45	1,005	14,856	4,356	7,368	1,316	1,208	21	141	341	262	374	69	414	105	51	258	24
2015	중랑구	합계	45~49세	33,298	319	-	3	6	54	182	74	31,468	555	2,487	18,918	2,909	5,817	782	1,165	67	224	281	241	339	13	318	104	74	140	28
2015	중랑구	합계	50~54세	35,504	70	-	1	4	-	16	49	33,641	2,126	5,311	18,753	1,948	4,749	754	1,516	172	311	467	201	337	28	240	40	53	147	37
2015	중랑구	합계	55~59세	34,584	38	-	1	4	-	8	25	32,886	3,802	7,578	16,495	1,283	3,112	616	1,534	297	405	407	150	247	28	100	45	-	55	26
2015	중랑구	합계	60~64세	24,919	14	-	-	5	-	-	9	23,212	4,418	6,157	9,907	704	1,634	392	1,339	355	385	326	108	152	13	92	9	41	42	262
2015	중랑구	합계	65~69세	19,142	10	2	-	1	-	-	7	16,972	4,707	4,383	6,155	320	1,216	191	1,343	478	394	223	91	157	-	57	-	14	43	760
2015	중랑구	합계	70~74세	15,126	-	-	-	-	-	-	-	12,720	4,798	3,213	3,602	208	751	148	1,132	590	243	190	33	76	-	52	8	23	21	1,222
2015	중랑구	합계	75~79세	9,545	-	-	-	-	-	-	-	7,191	3,233	1,574	1,664	159	496	65	768	472	158	39	15	84	-	21	10	6	5	1,565
2015	중랑구	합계	80~84세	5,007	-	-	-	-	-	-	-	3,199	1,688	520	658	34	274	25	492	325	57	26	33	45	6	5	-	-	5	1,311
2015	중랑구	합계	85세 이상	3,245	-	-	-	-	-	-	-	1,546	914	244	208	46	125	9	200	135	30	6	16	13	-	12	-	6	6	1,487
2015	중랑구	남자	계	187,390	34,486	8,362	5,955	8,489	3,312	7,161	1,207	139,680	8,848	14,626	61,362	16,900	33,581	4,363	9,720	785	1,463	1,999	2,574	2,737	162	1,377	221	345	811	2,127
2015	중랑구	남자	6~9세	5,452	4,386	4,386	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,066
2015	중랑구	남자	10~14세	7,546	7,546	3,974	3,572	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	중랑구	남자	15~19세	10,954	9,684	-	1,558	6,140	979	1,007	-	1,154	-	46	1,108	-	-	-	116	-	20	77	19	-	-	-	-	-	-	-
2015	중랑구	남자	20~24세	14,083	9,116	-	819	2,318	1,857	4,075	47	4,500	5	104	3,077	914	393	7	460	-	17	114	245	84	-	6	6	-	-	1
2015	중랑구	남자	25~29세	14,225	2,441	-	-	-	291	1,691	459	10,512	-	114	2,687	2,883	4,654	174	1,126	-	15	79	576	456	-	143	49	70	24	3
2015	중랑구	남자	30~34세	17,168	533	-	1	2	82	179	269	15,248	-	150	4,325	3,535	6,572	666	1,188	-	45	167	469	465	42	196	-	58	138	3
2015	중랑구	남자	35~39세	15,917	290	-	-	6	5	93	186	14,269	1	182	4,751	3,186	5,486	663	1,141	-	57	152	415	505	12	212	32	37	143	5
2015	중랑구	남자	40~44세	15,922	266	-	-	4	69	62	131	14,671	16	469	6,879	2,172	4,414	721	762	13	95	222	158	230	44	208	35	30	143	15
2015	중랑구	남자	45~49세	16,444	136	-	3	6	29	46	52	15,358	211	955	8,565	1,545	3,597	485	737	29	162	140	198	200	8	188	38	47	103	25
2015	중랑구	남자	50~54세	17,461	38	-	1	3	-	-	34	16,303	833	1,877	8,844	1,129	3,121	499	945	66	176	330	128	217	28	149	20	33	96	26
2015	중랑구	남자	55~59세	17,050	26	-	1	4	-	8	13	16,096	1,442	3,164	8,177	682	2,179	452	836	122	212	193	120	173	16	78	23	-	55	14
2015	중랑구	남자	60~64세	12,136	14	-	-	5	-	-	9	11,229	1,507	2,702	5,303	380	1,009	328	737	133	216	197	76	109	6	64	-	28	36	92
2015	중랑구	남자	65~69세	9,127	10	2	-	1	-	-	7	8,281	1,499	1,994	3,597	185	839	167	646	136	188	134	73	115	-	50	-	7	43	140
2015	중랑구	남자	70~74세	7,164	-	-	-	-	-	-	-	6,348	1,522	1,583	2,373	133	609	128	540	168	143	135	33	61	-	45	8	23	14	231
2015	중랑구	남자	75~79세	4,206	-	-	-	-	-	-	-	3,687	1,109	890	1,123	104	417	44	283	86	79	33	15	70	-	21	10	6	5	215
2015	중랑구	남자	80~84세	1,795	-	-	-	-	-	-	-	1,477	487	278	456	29	207	20	142	21	23	20	33	39	6	5	-	-	5	171
2015	중랑구	남자	85세 이상	740	-	-	-	-	-	-	-	547	216	118	97	23	84	9	61	11	15	6	16	13	-	12	-	6	6	120
2015	중랑구	여자	계	190,549	27,572	8,302	4,869	5,754	2,247	5,570	830	147,824	17,444	18,854	60,402	20,829	27,142	3,153	7,122	2,127	1,116	1,223	1,310	1,242	104	1,290	380	290	620	6,741
2015	중랑구	여자	6~9세	5,418	4,359	4,359	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,059
2015	중랑구	여자	10~14세	7,167	7,166	3,943	3,223	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
2015	중랑구	여자	15~19세	10,286	9,102	-	1,644	5,753	766	939	-	1,090	-	26	1,064	-	-	-	94	-	6	69	13	6	-	-	-	-	-	-
2015	중랑구	여자	20~24세	13,818	5,130	-	-	-	1,212	3,869	49	8,279	-	78	2,910	3,260	2,031	-	347	-	14	67	176	90	-	59	36	23	-	3
2015	중랑구	여자	25~29세	14,241	723	-	-	-	118	318	287	12,658	-	35	2,150	4,096	6,084	293	654	-	12	71	365	193	13	206	48	100	58	-
2015	중랑구	여자	30~34세	15,799	389	-	-	-	51	97	241	14,529	-	129	3,819	4,523	5,398	660	592	-	30	67	292	203	-	287	75	32	180	2
2015	중랑구	여자	35~39세	14,392	231	-	-	-	49	61	121	13,484	-	144	4,657	3,365	4,563	755	427	-	15	53	164	153	42	247	34	47	166	3
2015	중랑구	여자	40~44세	15,181	245	-	2	-	26	134	83	14,275	29	536	7,977	2,184	2,954	595	446	8	46	119	104	144	25	206	70	21	115	9
2015	중랑구	여자	45~49세	16,854	183	-	-	-	25	136	22	16,110	344	1,532	10,353	1,364	2,220	297	428	38	62	141	43	139	5	130	66	27	37	3
2015	중랑구	여자	50~54세	18,043	32	-	-	1	-	16	15	17,338	1,293	3,434	9,909	819	1,628	255	571	106	135	137	73	120	-	91	20	20	51	11
2015	중랑구	여자	55~59세	17,534	12	-	-	-	-	-	12	16,790	2,360	4,414	8,318	601	933	164	698	175	193	214	30	74	12	22	22	-	-	12
2015	중랑구	여자	60~64세	12,783	-	-	-	-	-	-	-	11,983	2,911	3,455	4,604	324	625	64	602	222	169	129	32	43	7	28	9	13	6	170
2015	중랑구	여자	65~69세	10,015	-	-	-	-	-	-	-	8,691	3,208	2,389	2,558	135	377	24	697	342	206	89	18	42	-	7	-	7	-	620
2015	중랑구	여자	70~74세	7,962	-	-	-	-	-	-	-	6,372	3,276	1,630	1,229	75	142	20	592	422	100	55	-	15	-	7	-	-	7	991
2015	중랑구	여자	75~79세	5,339	-	-	-	-	-	-	-	3,504	2,124	684	541	55	79	21	485	386	79	6	-	14	-	-	-	-	-	1,350
2015	중랑구	여자	80~84세	3,212	-	-	-	-	-	-	-	1,722	1,201	242	202	5	67	5	350	304	34	6	-	6	-	-	-	-	-	1,140
2015	중랑구	여자	85세 이상	2,505	-	-	-	-	-	-	-	999	698	126	111	23	41	-	139	124	15	-	-	-	-	-	-	-	-	1,367
2015	성북구	합계	계	423,352	90,052	22,469	12,836	15,687	5,653	28,343	5,064	302,379	25,570	27,388	101,742	35,432	93,547	18,700	16,351	2,607	2,132	2,432	3,208	5,281	691	5,262	695	1,096	3,471	9,308
2015	성북구	합계	6~9세	14,869	11,921	11,921	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2,948
2015	성북구	합계	10~14세	19,271	19,269	10,548	8,721	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
2015	성북구	합계	15~19세	25,438	23,196	-	3,425	13,178	1,651	4,942	-	1,962	-	55	1,907	-	-	-	276	-	48	166	25	37	-	-	-	-	-	4
2015	성북구	합계	20~24세	36,595	25,391	-	689	2,503	3,253	18,248	698	10,195	2	126	3,771	3,255	3,026	15	802	-	26	124	355	291	6	147	37	110	-	60
2015	성북구	합계	25~29세	32,460	6,636	-	-	2	460	4,056	2,118	23,841	-	65	3,313	5,515	13,830	1,118	1,346	-	21	101	522	653	49	621	57	294	270	16
2015	성북구	합계	30~34세	33,877	1,428	-	-	1	115	400	912	30,060	-	113	6,181	5,959	15,398	2,409	1,534	-	66	145	570	665	88	827	67	178	582	28
2015	성북구	합계	35~39세	33,790	828	-	-	1	75	200	552	30,782	-	218	7,154	5,787	14,268	3,355	1,384	-	40	115	450	647	132	753	116	65	572	43
2015	성북구	합계	40~44세	38,826	688	-	-	1	63	231	393	35,902	50	728	12,603	5,446	13,419	3,656	1,266	12	100	188	265	553	148	935	83	121	731	35
2015	성북구	합계	45~49세	35,924	348	-	-	1	36	152	159	33,602	389	1,661	14,870	3,597	10,733	2,352	1,237	32	117	219	236	515	118	693	125	98	470	44
2015	성북구	합계	50~54세	33,726	157	-	-	-	-	43	114	31,750	1,636	3,616	14,157	2,423	7,953	1,965	1,274	80	173	247	234	485	55	476	33	79	364	69
2015	성북구	합계	55~59세	33,481	158	-	1	-	-	64	93	31,404	2,940	5,651	14,007	1,805	5,310	1,691	1,471	237	342	316	172	345	59	329	89	53	187	119
2015	성북구	합계	60~64세	25,186	21	-	-	-	-	2	19	23,436	3,803	5,156	9,584	686	3,242	965	1,214	282	283	228	120	277	24	214	29	36	149	301
2015	성북구	합계	65~69세	20,400	10	-	-	-	-	4	6	18,199	4,537	4,187	6,196	384	2,470	425	1,374	473	276	261	109	249	6	150	36	42	72	667
2015	성북구	합계	70~74세	17,425	1	-	-	-	-	1	-	14,947	5,472	3,124	4,139	281	1,621	310	1,385	606	320	152	75	232	-	38	-	8	30	1,054
2015	성북구	합계	75~79세	11,993	-	-	-	-	-	-	-	9,514	3,822	1,608	2,324	146	1,371	243	932	424	208	39	43	212	6	73	17	12	44	1,474
2015	성북구	합계	80~84세	6,234	-	-	-	-	-	-	-	4,482	1,872	706	1,050	83	625	146	553	269	73	109	16	86	-	-	-	-	-	1,199
2015	성북구	합계	85세 이상	3,857	-	-	-	-	-	-	-	2,303	1,047	374	486	65	281	50	303	192	39	22	16	34	-	6	6	-	-	1,245
2015	성북구	남자	계	205,366	47,227	11,828	6,751	9,124	3,258	13,767	2,499	143,547	8,044	11,288	48,545	15,765	48,952	10,953	9,106	620	1,111	1,467	1,967	3,535	406	2,884	338	573	1,973	2,602
2015	성북구	남자	6~9세	7,697	6,116	6,116	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,581
2015	성북구	남자	10~14세	9,998	9,998	5,712	4,286	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	성북구	남자	15~19세	12,473	11,310	-	1,777	6,620	839	2,074	-	978	-	22	956	-	-	-	182	-	31	108	18	25	-	-	-	-	-	3
2015	성북구	남자	20~24세	17,143	13,244	-	688	2,501	1,921	7,918	216	3,375	2	84	2,040	739	510	-	441	-	14	107	171	149	-	52	25	27	-	31
2015	성북구	남자	25~29세	16,550	4,677	-	-	2	354	3,244	1,077	10,541	-	39	1,825	2,373	5,972	332	960	-	6	66	339	523	26	364	48	173	143	8
2015	성북구	남자	30~34세	17,045	799	-	-	-	71	259	469	14,762	-	83	3,247	2,615	7,902	915	1,085	-	42	93	446	464	40	392	34	101	257	7
2015	성북구	남자	35~39세	16,748	426	-	-	1	18	101	306	15,073	-	121	3,461	2,523	7,360	1,608	904	-	33	61	276	469	65	324	46	29	249	21
2015	성북구	남자	40~44세	19,633	296	-	-	-	27	86	183	17,986	26	380	5,684	2,633	7,069	2,194	756	12	66	108	154	336	80	580	39	75	466	15
2015	성북구	남자	45~49세	17,945	183	-	-	-	28	59	96	16,642	149	574	6,433	1,779	6,101	1,606	751	24	66	152	135	293	81	351	56	39	256	18
2015	성북구	남자	50~54세	16,340	81	-	-	-	-	2	79	15,164	594	1,307	6,193	1,219	4,584	1,267	769	29	122	129	154	302	33	303	14	40	249	23
2015	성북구	남자	55~59세	15,866	79	-	-	-	-	19	60	14,760	914	2,305	6,172	1,003	3,101	1,265	814	92	148	192	101	236	45	169	38	21	110	44
2015	성북구	남자	60~64세	12,014	14	-	-	-	-	1	13	11,180	1,241	1,972	4,872	343	1,959	793	576	87	109	147	37	172	24	168	7	18	143	76
2015	성북구	남자	65~69세	9,240	3	-	-	-	-	3	-	8,462	1,233	1,694	3,371	239	1,590	335	584	106	149	116	41	166	6	89	14	36	39	102
2015	성북구	남자	70~74세	8,040	1	-	-	-	-	1	-	7,208	1,903	1,492	2,264	142	1,135	272	618	132	181	99	53	153	-	31	-	8	23	182
2015	성북구	남자	75~79세	5,178	-	-	-	-	-	-	-	4,496	1,219	690	1,335	92	980	180	381	64	91	15	28	177	6	61	17	6	38	240
2015	성북구	남자	80~84세	2,390	-	-	-	-	-	-	-	2,024	496	334	555	42	460	137	196	44	30	65	9	48	-	-	-	-	-	170
2015	성북구	남자	85세 이상	1,066	-	-	-	-	-	-	-	896	267	191	137	23	229	49	89	30	23	9	5	22	-	-	-	-	-	81
2015	성북구	여자	계	217,986	42,825	10,641	6,085	6,563	2,395	14,576	2,565	158,832	17,526	16,100	53,197	19,667	44,595	7,747	7,245	1,987	1,021	965	1,241	1,746	285	2,378	357	523	1,498	6,706
2015	성북구	여자	6~9세	7,172	5,805	5,805	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,367
2015	성북구	여자	10~14세	9,273	9,271	4,836	4,435	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
2015	성북구	여자	15~19세	12,965	11,886	-	1,648	6,558	812	2,868	-	984	-	33	951	-	-	-	94	-	17	58	7	12	-	-	-	-	-	1
2015	성북구	여자	20~24세	19,452	12,147	-	1	2	1,332	10,330	482	6,820	-	42	1,731	2,516	2,516	15	361	-	12	17	184	142	6	95	12	83	-	29
2015	성북구	여자	25~29세	15,910	1,959	-	-	-	106	812	1,041	13,300	-	26	1,488	3,142	7,858	786	386	-	15	35	183	130	23	257	9	121	127	8
2015	성북구	여자	30~34세	16,832	629	-	-	1	44	141	443	15,298	-	30	2,934	3,344	7,496	1,494	449	-	24	52	124	201	48	435	33	77	325	21
2015	성북구	여자	35~39세	17,042	402	-	-	-	57	99	246	15,709	-	97	3,693	3,264	6,908	1,747	480	-	7	54	174	178	67	429	70	36	323	22
2015	성북구	여자	40~44세	19,193	392	-	-	1	36	145	210	17,916	24	348	6,919	2,813	6,350	1,462	510	-	34	80	111	217	68	355	44	46	265	20
2015	성북구	여자	45~49세	17,979	165	-	-	1	8	93	63	16,960	240	1,087	8,437	1,818	4,632	746	486	8	51	67	101	222	37	342	69	59	214	26
2015	성북구	여자	50~54세	17,386	76	-	-	-	-	41	35	16,586	1,042	2,309	7,964	1,204	3,369	698	505	51	51	118	80	183	22	173	19	39	115	46
2015	성북구	여자	55~59세	17,615	79	-	1	-	-	45	33	16,644	2,026	3,346	7,835	802	2,209	426	657	145	194	124	71	109	14	160	51	32	77	75
2015	성북구	여자	60~64세	13,172	7	-	-	-	-	1	6	12,256	2,562	3,184	4,712	343	1,283	172	638	195	174	81	83	105	-	46	22	18	6	225
2015	성북구	여자	65~69세	11,160	7	-	-	-	-	1	6	9,737	3,304	2,493	2,825	145	880	90	790	367	127	145	68	83	-	61	22	6	33	565
2015	성북구	여자	70~74세	9,385	-	-	-	-	-	-	-	7,739	3,569	1,632	1,875	139	486	38	767	474	139	53	22	79	-	7	-	-	7	872
2015	성북구	여자	75~79세	6,815	-	-	-	-	-	-	-	5,018	2,603	918	989	54	391	63	551	360	117	24	15	35	-	12	-	6	6	1,234
2015	성북구	여자	80~84세	3,844	-	-	-	-	-	-	-	2,458	1,376	372	495	41	165	9	357	225	43	44	7	38	-	-	-	-	-	1,029
2015	성북구	여자	85세 이상	2,791	-	-	-	-	-	-	-	1,407	780	183	349	42	52	1	214	162	16	13	11	12	-	6	6	-	-	1,164
2015	강북구	합계	계	301,584	49,642	13,279	8,422	11,402	4,789	10,277	1,473	226,299	24,395	25,719	92,505	29,085	47,941	6,654	15,529	2,678	2,578	2,947	3,062	3,931	333	2,083	441	460	1,182	8,031
2015	강북구	합계	6~9세	8,695	6,907	6,907	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,788
2015	강북구	합계	10~14세	12,002	11,978	6,372	5,606	-	-	-	-	-	-	-	-	-	-	-	22	-	22	-	-	-	-	-	-	-	-	2
2015	강북구	합계	15~19세	16,934	14,932	-	2,214	9,611	1,470	1,637	-	1,771	-	56	1,715	-	-	-	231	-	41	164	7	19	-	-	-	-	-	-
2015	강북구	합계	20~24세	21,496	11,579	-	602	1,790	2,566	6,442	179	9,237	4	136	4,477	3,044	1,566	10	641	-	15	185	276	165	-	38	15	23	-	1
2015	강북구	합계	25~29세	19,705	2,352	-	-	-	425	1,421	506	15,982	-	81	3,675	4,979	6,886	361	1,179	-	34	117	508	492	28	191	32	121	38	1
2015	강북구	합계	30~34세	23,832	730	-	-	-	148	303	279	21,236	-	138	6,034	5,824	8,374	866	1,563	-	36	199	677	596	55	295	61	32	202	8
2015	강북구	합계	35~39세	23,378	347	-	-	-	48	99	200	21,124	-	280	7,681	4,807	7,382	974	1,599	-	38	222	541	719	79	292	73	53	166	16
2015	강북구	합계	40~44세	26,261	356	-	-	-	63	169	124	24,537	30	721	12,178	3,747	6,662	1,199	1,060	13	85	252	274	377	59	301	57	37	207	7
2015	강북구	합계	45~49세	26,077	327	-	-	1	67	175	84	24,296	392	1,733	13,115	2,777	5,355	924	1,093	50	117	297	263	330	36	351	94	81	176	10
2015	강북구	합계	50~54세	25,897	68	-	-	-	2	15	51	24,477	1,531	3,522	12,937	1,630	4,067	790	1,145	92	234	285	222	273	39	184	27	31	126	23
2015	강북구	합계	55~59세	26,335	48	-	-	-	-	15	33	24,704	3,244	5,365	11,610	1,165	2,678	642	1,379	270	360	446	82	213	8	155	25	29	101	49
2015	강북구	합계	60~64세	20,673	17	-	-	-	-	-	17	19,025	4,006	4,851	7,787	504	1,579	298	1,236	294	475	231	79	136	21	87	21	20	46	308
2015	강북구	합계	65~69세	17,535	-	-	-	-	-	-	-	15,364	4,707	3,765	5,167	236	1,273	216	1,303	434	383	213	40	233	-	94	18	25	51	774
2015	강북구	합계	70~74세	15,177	1	-	-	-	-	1	-	12,530	4,986	2,946	3,187	206	968	237	1,287	585	343	157	51	143	8	38	6	-	32	1,321
2015	강북구	합계	75~79세	9,957	-	-	-	-	-	-	-	7,454	3,202	1,460	1,934	89	650	119	1,056	557	217	106	30	146	-	23	-	8	15	1,424
2015	강북구	합계	80~84세	4,705	-	-	-	-	-	-	-	2,996	1,410	486	681	39	375	5	571	283	156	62	5	65	-	28	12	-	16	1,110
2015	강북구	합계	85세 이상	2,925	-	-	-	-	-	-	-	1,566	883	179	327	38	126	13	164	100	22	11	7	24	-	6	-	-	6	1,189
2015	강북구	남자	계	147,325	26,915	6,765	4,749	6,632	2,800	5,234	735	108,345	8,253	10,853	45,824	13,135	26,424	3,856	8,917	681	1,384	1,856	2,038	2,780	178	1,165	215	256	694	1,983
2015	강북구	남자	6~9세	4,493	3,546	3,546	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	947
2015	강북구	남자	10~14세	6,212	6,197	3,219	2,978	-	-	-	-	-	-	-	-	-	-	-	14	-	14	-	-	-	-	-	-	-	-	1
2015	강북구	남자	15~19세	8,609	7,539	-	1,169	4,844	759	767	-	902	-	43	859	-	-	-	168	-	32	117	-	19	-	-	-	-	-	-
2015	강북구	남자	20~24세	10,628	6,925	-	602	1,787	1,555	2,958	23	3,283	4	81	2,245	672	281	-	419	-	11	117	171	120	-	-	-	-	-	1
2015	강북구	남자	25~29세	10,100	1,747	-	-	-	324	1,139	284	7,405	-	56	2,085	2,079	3,089	96	838	-	34	81	364	353	6	110	20	90	-	-
2015	강북구	남자	30~34세	12,412	435	-	-	-	96	187	152	10,745	-	68	3,377	2,569	4,340	391	1,070	-	28	151	446	425	20	162	32	19	111	-
2015	강북구	남자	35~39세	12,185	179	-	-	-	22	35	122	10,769	-	155	3,861	2,383	3,899	471	1,093	-	30	156	391	489	27	131	34	33	64	13
2015	강북구	남자	40~44세	13,530	158	-	-	-	21	83	54	12,553	23	395	5,895	1,850	3,744	646	686	6	53	156	178	248	45	133	13	29	91	-
2015	강북구	남자	45~49세	12,757	107	-	-	1	22	54	30	11,705	141	671	5,695	1,461	3,172	565	705	28	88	176	180	205	28	231	66	38	127	9
2015	강북구	남자	50~54세	12,431	44	-	-	-	1	2	41	11,638	574	1,353	5,744	854	2,548	565	620	25	125	145	113	190	22	116	12	20	84	13
2015	강북구	남자	55~59세	12,633	28	-	-	-	-	8	20	11,794	1,258	2,141	5,479	719	1,778	419	706	81	153	254	53	157	8	85	6	1	78	20
2015	강북구	남자	60~64세	9,564	9	-	-	-	-	-	9	8,812	1,363	1,862	4,111	246	989	241	628	84	269	134	27	100	14	54	14	7	33	61
