충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
무안소방서,전라남도 무안군 무안읍 공항로 133,전라남도,없음,00:00,24:00,Y,N,AC완속,2,,N,전라남도 무안군 무안읍 공항로 133,,지엔텔,02-1544-4279,34.994677,126.466549,2019-06-11,4950000,전라남도 무안군,
삼향읍사무소,전라남도 무안군 삼향읍 신기길 20,전라남도,없음,00:00,24:00,Y,N,AC완속,1,,N,전라남도 무안군 삼향읍 신기길 20,,에버온,02-1661-7766,34.823192,126.441773,2019-06-11,4950000,전라남도 무안군,
와이마트 무안점,전라남도 무안군 무안읍 불무로 23,전라남도,없음,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",,1,N,전라남도 무안군 무안읍 불무로 23,,에스트래픽,,34.986629,126.473766,2019-06-11,4950000,전라남도 무안군,
목화주유소,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 사천시 용현면 사천대로 912,경상남도 사천시 용현면 주문리 5-1,한국환경관리공단,032-590-3679,35.0017598984,128.054158,2019-03-15,5340000,경상남도 사천시,
한전사천지사,내부주차장,경상남도,연중무휴,06:00,00:00,N,Y,AC4상+DC차데모+DC콤보,0,1,N,경상남도 사천시 동금6길 28,경상남도 사천시 동금동 55-1,한국전력공사,055-830-3236,34.931688,128.081308,2019-03-15,5340000,경상남도 사천시,
사천종합운동장,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 사천시 사천읍 구암두문로 85,경상남도 사천시 사천읍 정의리 7,환경부(한국자동차환경협회),1661-9408,35.0903910645,128.095849024,2019-03-15,5340000,경상남도 사천시,
삼천포대교공원,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 사천시 사천대로 17,경상남도 사천시 대방동  681,환경부(한국자동차환경협회),1661-9408,34.9324690419,128.052106568,2019-03-15,5340000,경상남도 사천시,
이마트 사천점,내부주차장,경상남도,영업시간내,10:00,22:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 사천시 삼천포대교로 591,경상남도 사천시 좌룡동 388-10,한국전력,055-830-3236,34.9507158171,128.0771896,2019-03-15,5340000,경상남도 사천시,
홈플러스 삼천포점,내부주차장,경상남도,영업시간내,10:00,22:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 사천시 중앙로 165,경상남도 사천시 벌리동 58-3,한국전력,055-830-3236,34.9405312459,128.079972338,2019-03-15,5340000,경상남도 사천시,
사천휴게소(부산방향),외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 사천시 곤양면 서삼로 619 (묵곡리),경상남도 사천시 곤양면 묵곡리 169-1,환경부(한국자동차환경협회),1661-9408,35.0731864173,128.010796865,2019-03-15,5340000,경상남도 사천시,
사천휴게소(순천방향),외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 사천시 곤양면 묵실길 31-11 (묵곡리),경상남도 사천시 곤양면 묵곡리 산53-1,환경부(한국자동차환경협회),1661-9408,35.0749729085,128.013165138,2019-03-15,5340000,경상남도 사천시,
만남의광장 주차장,외부주차장,경상남도,업무시간내,09:00,22:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 사천시 축동면 서삼로 1742,경상남도 사천시 축동면 사다리 30,환경부(한국자동차환경협회),1661-9408,35.108706605,128.085735832,2019-03-15,5340000,경상남도 사천시,
울산광역시 북구청,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 북구 산업로 1010,울산광역시 북구 연암동 1004-1,한국자동차환경협회,1661-9408,35.5824573,129.3611328,2019-06-12,3720000,울산광역시 북구,
농소2동 주민센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 북구 찬샘1길 24,울산광역시 북구 신천동 203-2,한국자동차환경협회,1661-9408,35.6383642,129.3483963,2019-06-12,3720000,울산광역시 북구,
울산공항,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 북구 산업로 1103,울산광역시 북구 송정동 522,한국자동차환경협회,1661-9408,35.5935533,129.3564797,2019-06-12,3720000,울산광역시 북구,
한전동울산지사,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 북구 명촌23길 8,울산광역시 북구 진장동 820-1,한국전력,1899-2100,35.5574164,129.3597221,2019-06-12,3720000,울산광역시 북구,
차량등록사업소,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,2,N,울산광역시 북구 진장유통로 5,울산광역시 북구 진장동 286-3,한국전력,1899-2100,35.5709705,129.3559257,2019-06-12,3720000,울산광역시 북구,
울산서비스센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 북구 염포로 317,울산광역시 북구 효문동 580-1,현대자동차,052-283-7500,35.5603137476,129.3740248704,2019-06-12,3720000,울산광역시 북구,
명촌주차장,외부 주차장,울산광역시,연중무휴,00:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,울산광역시 북구 산업로 754,울산광역시 북구 명촌동 433-59,한국전기차충전서비스,1522-1782,35.5510216485,129.3591836107,2019-06-12,3720000,울산광역시 북구,
현대자동차 문화회관,외부 주차장,울산광역시,연중무휴,00:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,울산광역시 북구 염포로 599,울산광역시 북구 염포동 50,한국전기차충전서비스,1522-1782,35.5392597077,129.3907161178,2019-06-12,3720000,울산광역시 북구,
현대자동차 출고주차장,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 북구 염포로 700,울산광역시 북구 양정동 700,한국전기차충전서비스,1522-1782,35.5381956,129.3855866,2019-06-12,3720000,울산광역시 북구,
북구 농소1동주민센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,Y,N,-,1,0,N,울산광역시 북구 호계2길 10,울산광역시 북구 호계동 874-1,지엔텔,1544-4279,35.6227593,129.3560313,2019-06-12,3720000,울산광역시 북구,
북구 송정동주민센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,Y,N,-,1,0,N,울산광역시 북구 송내14길 41,울산광역시 북구 화봉동 1469,지엔텔,1544-4279,35.5923129,129.3652024,2019-06-12,3720000,울산광역시 북구,
북구 염포동주민센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,Y,N,-,1,0,N,울산광역시 북구 염포로 707,울산광역시 북구 염포동 362-1,지엔텔,1544-4279,35.5305126,129.3940624,2019-06-12,3720000,울산광역시 북구,
북구 양정동주민센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,Y,N,-,1,0,N,울산광역시 북구 오치골3길 16-1,울산광역시 북구 양정동 488-3,지엔텔,1544-4279,35.5486875,129.3854351,2019-06-12,3720000,울산광역시 북구,
북구 효문동주민센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,Y,N,-,1,0,N,울산광역시 북구 산업로 970,울산광역시 북구 연암동 966,지엔텔,1544-4279,35.5777473,129.3612009,2019-06-12,3720000,울산광역시 북구,
창평공영주차장,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,3,N,울산광역시 북구 호수중앙로,울산광역시 북구 창평동 1052-1,한국자동차환경협회,1661-9408,35.620759,129.357111,2019-06-12,3720000,울산광역시 북구,
매곡1산업단지 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,3,N,울산광역시 북구 매곡산업로2길,울산광역시 북구 매곡동 349-3,한국자동차환경협회,1661-9408,35.646847,129.363203,2019-06-12,3720000,울산광역시 북구,
매곡3산업단지 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,3,N,울산광역시 북구 매곡산업로,울산광역시 북구 매곡동 884-5,한국자동차환경협회,1661-9408,35.649235,129.366897,2019-06-12,3720000,울산광역시 북구,
모듈화2산업단지 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,3,N,울산광역시 북구 모듈화산업로,울산광역시 북구 효문동 986,한국자동차환경협회,1661-9408,35.577843,129.373091,2019-06-12,3720000,울산광역시 북구,
강동동 주민센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,-,0,1,N,울산광역시 북구 무룡로 1096,울산광역시 북구 정자동 280-6,울산광역시,052-229-3154,35.61282787,129.4456427,2019-06-12,3720000,울산광역시 북구,
화동 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,-,0,2,N,울산광역시 북구 오토밸리로,울산광역시 북구 화봉동 365,한국자동차환경협회,1661-9408,35.591241,129.372996,2019-06-12,3720000,울산광역시 북구,
울산농수산물종합유통센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,-,0,2,N,울산광역시 북구 진장유통로 90,울산광역시 북구 진장동 282-1,한국자동차환경협회,1661-9408,35.5790451,129.358169,2019-06-12,3720000,울산광역시 북구,
울산 연암주유소,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,-,0,1,N,울산광역시 북구 북부순환로 1159,울산광역시 북구 연암동 1263-32,한국전기차충전서비스,1522-1782,35.5809525,129.356941,2019-06-12,3720000,울산광역시 북구,
중산공영주차장,외부 주차장,울산광역시,연중무휴,00:00,23:59,N,Y,-,0,1,N,울산광역시 북구 중산서로 30,울산광역시 북구 중산동 1282-1,한국전력,1899-2100,35.65403619,129.3492412,2019-06-12,3720000,울산광역시 북구,
농소3동주민센터,외부 주차장,울산광역시,연중무휴,00:00,23:59,Y,N,-,1,0,N,울산광역시 북구 신답로 77,울산광역시 북구 상안동 380-8,지엔텔,1544-4279,35.6286041,129.3396007,2019-06-12,3720000,울산광역시 북구,
제일모직아울렛 건너편(공중전화부스),제일모직아울렛 건너편(공중전화부스),서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 금천구 가산동 239-27,서울특별시 금천구 가산동 239-27,환경부(한국자동차환경협회),1661-9408,37.474445,126.886753,2019-05-31,3170000,서울특별시 금천구,
홈플러스 시흥점,홈플러스 시흥점,서울특별시,"2,4째 일요일",10:00,23:59,N,Y,DC차데모+AC3상,0,1,Y,서울특별시 금천구 시흥대로 201,서울특별시 금천구 시흥동 992-47,환경부(한국자동차환경협회),1661-9408,37.4519767,126.900758,2019-05-31,3170000,서울특별시 금천구,
독산1동 공영주차장,독산1동 공영주차장 2층,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상,0,1,Y,서울특별시 금천구 범안로12가길 65,서울특별시 금천구 독산동 1006-94,환경부(한국자동차환경협회),1661-9408,37.4648929,126.894747,2019-05-31,3170000,서울특별시 금천구,
롯데VIC마켓금천점,롯데VIC마켓금천점,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,서울특별시 금천구 두산로 71,서울특별시 금천구 독산동 295-10,환경부(한국자동차환경협회),1661-9408,37.470487,126.8956692,2019-05-31,3170000,서울특별시 금천구,
가산동 공영주차장,가산동 공영주차장 2층,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 금천구 시흥대로153길 53,서울특별시 금천구 가산동 148-28,서울시(한국자동차환경협회),1661-9408,37.476695,126.895518,2019-05-31,3170000,서울특별시 금천구,
시티렉스,시티렉스,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 금천구 시흥대로 399,서울특별시 금천구 독산동 291-5,한국전기차충전서비스,1522-1782,37.4693273,126.897052,2019-05-31,3170000,서울특별시 금천구,
기아 시흥 서비스센터,기아 시흥 서비스센터,서울특별시,토일,08:30,17:30,N,Y,DC차데모,0,1,N,서울특별시 금천구 시흥대로51길 20,서울특별시 금천구 시흥동 992-28,기아자동차,02-804-8585,37.4517561,126.8993700,2019-05-31,3170000,서울특별시 금천구,
대륭테크노타운2차,지하주차장 출구측,서울특별시,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 금천구 가산디지털1로 33-33,서울특별시 금천구 가산동 569-21,한국전력,1899-2100,37.4684070,126.8846233,2019-05-31,3170000,서울특별시 금천구,
금천구청,금천구청 후정,서울특별시,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,한국전력,1899-2100,37.4567667,126.8954005,2019-05-31,3170000,서울특별시 금천구,
시흥4동 공영주차장,시흥4동 공영주차장 지하1층,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,"서울특별시 금천구 독산로 36나길 21, B1 18",서울특별시 금천구 독산동 1006-102,환경부(한국자동차환경협회),1661-9408,37.4596867,126.909022,2019-05-31,3170000,서울특별시 금천구,
홈플러스 금천점,홈플러스 금천점,서울특별시,"2,4째 일요일",10:00,23:59,N,Y,DC콤보,0,2,Y,서울특별시 금천구 시흥대로 391,서울특별시 금천구 독산동 291-7,환경부(한국자동차환경협회),1661-9408,37.4686493,126.8968106,2019-05-31,3170000,서울특별시 금천구,
동일테크노타운2차,동일테크노타운2차,서울특별시,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 금천구 범안로17길 61,서울특별시 금천구 독산동 330-6,한국전력,1899-2100,37.4691723,126.8933764,2019-05-31,3170000,서울특별시 금천구,
마리오아울렛3관,지하주차장2층,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,서울특별시 금천구 벚꽃로 266,서울특별시 금천구 가산동 60-20,한국전기차충전서비스,1522-1782,37.4785992,126.8851547,2019-05-31,3170000,서울특별시 금천구,
과천시청,"경기도 과천시 관문로 69, 과천시청",경기도,연중무휴,00:00,24:00,Y,Y,DC차데모+AC3상,1,2,Y,"경기도 과천시 관문로 69, 과천시청",경기도 과천시 중앙동 1-3,한국자동차환경협회/지엔텔,1661-9408,37.428564,126.988231,2019-05-10,3970000,경기도 과천시,
중앙동 주민센터,경기도 과천시 관문로 136  지하주차장,경기도,연중무휴,09:00,18:00,Y,N,AC완속,1,,N,경기도 과천시 관문로 136  지하주차장,경기도 과천시 중앙동 68,포스코ICT,1600-4047,37.433667,126.993064,2019-05-10,3970000,경기도 과천시,
갈현동 주민센터,경기도 과천시 중앙로 28,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 중앙로 28,경기도 과천시 갈현동679,한국자동차환경협회,1661-0970,37.419604,126.989121,2019-05-10,3970000,경기도 과천시,
과천동 뒷골 공영주차장,경기도 과천시 뒷골로 12-9,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 뒷골로12-9,경기도 과천시 과천동 368,(주)한국전기차충전서비스,1522-1782,37.453738,127.000881,2019-05-10,3970000,경기도 과천시,
별양동1 공영주차장,경기도 과천시 중앙로 100,경기도,연중무휴,00:00,24:00,Y,Y,DC차데모+AC3상,1,1,N,경기도 과천시 중앙로 100,경기도 과천시 별양동 1,(주)한국전기차충전서비스,1522-1782,37.4439497,126.991468,2019-05-10,3970000,경기도 과천시,
사기막골1공영주차장,경기도 과천시 문원동 324-14,경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,,N,,경기도 과천시 문원동 324-14,(주)한국전기차충전서비스,1522-1782,37.420008,126.999044,2019-05-10,3970000,경기도 과천시,
과천시 부림동 주민센터,경기도 과천시 별양로 174  지하주차장,경기도,연중무휴,09:00,18:00,Y,N,AC완속,1,,N,경기도 과천시 별양로 174  지하주차장,경기도 과천시 부림동 47,(주)한국전기차충전서비스,1522-1782,37.433762,126.998488,2019-05-10,3970000,경기도 과천시,
과천시 과천동회관,경기도 과천시 과천대로 608-7  지하1층 주차장,경기도,연중무휴,09:00,18:00,Y,N,AC완속,1,,N,경기도 과천시 과천대로 608-7  지하1층 주차장,경기도 과천시 과천동 538-9,포스코ICT,1600-4047,37.448271,126.995221,2019-05-10,3970000,경기도 과천시,
과천청사,경기도 과천시 관문로 47,경기도,연중무휴,09:00,18:00,Y,N,AC완속,4,,N,경기도 과천시 관문로 47,경기도 과천시 중앙동 1,에스트래픽,080-805-0010,37.448501,126.995232,2019-05-10,3970000,경기도 과천시,
과천시 문원동주민센터,경기도 과천시 아랫배랭이로 35 지상1층주차장(문원동 187-1 지상1층주차장),경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,,N,경기도 과천시 아랫배랭이로 35 지상1층주차장(문원동 187-1 지상1층주차장),경기도 과천시 문원동 187-1,지엔텔,055-604-1865,37.426698,127.002035,2019-05-10,3970000,경기도 과천시,
과천시 장군마을공영주차장,경기도 과천시 장군마을길 61  지상1층주차장(정문 오른쪽)(주암동 55 지상1층주차장(정문 오른쪽)),경기도,연중무휴,07:00,23:00,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 장군마을길 61  지상1층주차장(정문 오른쪽)(주암동 55 지상1층주차장(정문 오른쪽)),,지엔텔,055-604-1865,37.4895125,127.0250802,2019-05-10,3970000,경기도 과천시,
관문체육공원,경기 과천시 중앙로 294,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 중앙로 294,경기도 과천시 관문동 3,한국자동차환경협회,1661-9408,37.441033,126.9965429,2019-05-10,3970000,경기도 과천시,
LH진해사업단,부산광역시 강서구 르노삼성대로 563 한국토지주택공사 외 부주차장,부산광역시,없음,18:00,09:00,Y,N,X,,0,N,부산광역시 강서구 르노삼성대로 563,부산광역시 강서구 명지동 1582-3,지엔텔,1544-4279,35.1080048,128.9298515,2019-05-15,3360000,부산광역시 강서구,
강서해수온천,부산광역시 강서구 제도로 965 강서해수온천,부산광역시,없음,18:00,09:00,Y,N,X,,0,N,부산광역시 강서구 제도로 965,부산광역시 강서구 강동동 1648,지엔텔,1544-4279,35.1984384,128.9254328,2019-05-15,3360000,부산광역시 강서구,
김해공항,부산광역시 강서구 공항진입로 108 김해공항주차장,부산광역시,없음,24:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,,Y,부산광역시 강서구 공항진입로 108,부산광역시 강서구 대저2동 2350,환경부(한국자동차환경협회),1661-9408,35.1738862,128.9489868,2019-05-15,3360000,부산광역시 강서구,
녹산동 주민센터,부산광역시 강서구 가락대로900번가길 32 녹산동 주민센터,부산광역시,없음,24:00,24:00,Y,N,X,,0,N,부산광역시 강서구 가락대로900번가길 32,부산광역시 강서구 범방동 1843-2,에버온,1661-7766,35.153443,128.8837713,2019-05-15,3360000,부산광역시 강서구,
녹산산단 공영주차장,부산광역시 강서구 녹산산단262로50번길 53,부산광역시,없음,24:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,,N,부산광역시 강서구 녹산산단262로50번길53,부산광역시 강서구 송정동 1759,한국전력,123,35.0839735,128.840152,2019-05-15,3360000,부산광역시 강서구,
명지1동 주민센터,부산광역시 강서구 영강길19번길 58 명지동 주민센터,부산광역시,없음,24:00,24:00,Y,N,X,,0,N,부산광역시 강서구 영강길19번길 58,부산광역시 강서구 명지동 1443-2,에버온,1661-7766,35.108088,128.9264074,2019-05-15,3360000,부산광역시 강서구,
부산신항주유소,부산광역시 강서구 르노삼성대로 372 부산신항주유소,부산광역시,없음,17:30,23:00,N,Y,"DC차데모, AC3상, DC콤보",0,,N,부산광역시 강서구 르노삼성대로 372,부산광역시 강서구 명지동 3227-1,케이티,051-271-4405,35.0985336,128.9277964,2019-05-15,3360000,부산광역시 강서구,
부산환경공단 명지사업소,부산광역시 강서구 명지오션시티13로 12-11 주차장 입구 왼쪽,부산광역시,없음,24:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,,N,부산광역시 강서구 명지오션시티13로 12-11,부산광역시 강서구 명지동 3226-1,환경부(한국자동차환경협회),1661-9408,35.0905307,128.898582,2019-05-15,3360000,부산광역시 강서구,
한국마사회 부산경남지역본부,부산광역시 강서구 가락대로 929 부산경남경마공원,부산광역시,없음,24:00,24:00,Y,Y,"DC차데모, AC3상, DC콤보",,,N,부산광역시 강서구 가락대로 929,부산광역시 강서구 범방동 1833,급속(환경부(한국자동차환경협회))/완속(케이티),1522-0123,35.155109,128.876661,2019-05-15,3360000,부산광역시 강서구,
명지오션시티(삼정그린코아웨스트),부산광역시 강서구 명지오션시티9로 50 (명지동),부산광역시,없음,24:00,24:00,Y,N,X,,0,N,부산광역시 강서구 명지오션시티9로 50,부산광역시 강서구 명지동 3229-26,케이티,1522-0123,35.087605,128.902075,2019-05-15,3360000,부산광역시 강서구,
부산자동차부품도소매업협동조합,부산광역시 강서구 유통단지1로57번길 34 (대저2동),부산광역시,없음,24:00,24:00,Y,N,X,,0,N,부산광역시 강서구 유통단지1로57번길 34,부산광역시 강서구 대저2동 3154-2,케이티,1522-0123,35.164202,128.953228,2019-05-15,3360000,부산광역시 강서구,
부산조선해양기자재공업협동조합,부산광역시 강서구 미음산단로295번길 10,부산광역시,없음,24:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,,N,부산광역시 강서구 미음산단로295번길10,부산광역시 강서구 미음동 1570-12,환경부(한국자동차환경협회),1661-9408,35.150719,128.860430,2019-05-15,3360000,부산광역시 강서구,
영주시청,영주시청 주차장,경상북도,연중무휴,00:00,24:00,N,Y,DC차데모+AC상+DC콤보,0,2,N,경상북도 영주시 시청로 1 (휴천동),,환경부,,36.8062581,128.6236760,2019-01-01,5090000,경상북도 영주시,
영주시선비촌,영주시선비촌 주차장,경상북도,연중무휴,00:00,24:00,N,Y,DC차데모+AC상+DC콤보,0,2,N,경상북도 영주시 순흥면 소백로 2796,,환경부,,36.9280681,128.5811622,2019-01-01,5090000,경상북도 영주시,
가흥1동행정복지센터,가흥1동행정복지센터주차장,경상북도,연중무휴,00:00,24:00,N,Y,DC차데모+AC상+DC콤보,0,1,N,경상북도 영주시 대동로13번길 9 (가흥동),,환경부,,36.8161274,128.6037706,2019-01-01,5090000,경상북도 영주시,
영주1동행정복지센터,영주1동행정복지센터주차장,경상북도,연중무휴,00:00,24:00,N,Y,DC차데모+AC상+DC콤보,0,1,N,경상북도 영주시 광복로 47 (영주동),,환경부,,36.8279048,128.6235898,2019-01-01,5090000,경상북도 영주시,
함안군공설운동장,"경상남도 함안군 가야읍 함안대로 619-1, 공설운동장",경상남도,없음,00:00,23:59,Y,N,,1,,N,"경상남도 함안군 가야읍 함안대로 619-1, 공설운동장",경상남도 함안군 가야읍 도항리 249-1 함안군공설운동장,코디에스,031-322-7788,35.283282,128.3990494,2018-12-18,5400000,경상남도 함안군,
가야읍사무소,"경상남도 함안군 가야읍 함안대로 505, 가야읍사무소",경상남도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",,1,N,"경상남도 함안군 가야읍 함안대로 505, 가야읍사무소",,환경부,1661-9408,35.2723961,128.4078655,2018-12-18,5400000,경상남도 함안군,
하동군청,외부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,AC3상+DC차데모+DC콤보,1,1,N,경상남도 하동군 하동읍 군청로 23,경상남도 하동군 하동읍 읍내리 180-3,경상남도 하동군청,055-880-2568,35.0676953,127.7515937,2019-06-16,5440000,경상남도 하동군,
한국전력공사 하동지사,외부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,AC3상+DC차데모+DC콤보,2,1,N,경상남도 하동군 하동읍 경서대로 83,경상남도 하동군 하동읍 광평리 422-4,한국전력공사 하동지사,055-880-5244,35.0648240,127.7458519,2019-06-16,5440000,경상남도 하동군,
동부여석성휴게소,주차장 내,충청남도,연중무휴,00:00,23:59,N,Y,,,,N,충청남도 부여군 석성면 대백제로 3050,,,,36.2524011997,126.9806977435,2019-06-10,4570000,충청남도 부여군,
부여백제휴게소(서천방향),주유소 옆,충청남도,연중무휴,00:00,23:59,N,Y,,,,N,충청남도 부여군 내산면 서천공주고속도로 25,,,,36.2584882161,126.7968900981,2019-06-10,4570000,충청남도 부여군,
부여백제휴게소(공주방향),주유소 옆,충청남도,연중무휴,00:00,23:59,N,Y,,,,N,충청남도 부여군 내산면 서천공주고속도로 26,,,,36.2581728880,126.8001534388,2019-06-10,4570000,충청남도 부여군,
국립부여박물관,주차장 내,충청남도,연중무휴,00:00,23:59,N,Y,,,,N,충청남도 부여군 부여읍 금성로 5,,,,36.2768894,126.918997,2019-06-10,4570000,충청남도 부여군,
롯데리조트 부여,주차장 내,충청남도,연중무휴,00:00,23:59,N,Y,,,,N,충청남도 부여군 규암면 백제문로 400,,,,36.304178,126.9005657,2019-06-10,4570000,충청남도 부여군,
부여군청,부여군청 신관 뒷편 주차장,충청남도,연중무휴,00:00,23:59,N,Y,,,,N,충청남도 부여군 부여읍 사비로 33,,,,36.275373,126.9099159,2019-06-10,4570000,충청남도 부여군,
부여읍 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 부여읍 사비로 36,,,,36.2754946,126.911283,2019-06-10,4570000,충청남도 부여군,
규암면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 규암면 계백로 39,,,,36.2752026,126.8841139,2019-06-10,4570000,충청남도 부여군,
은산면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 은산면 충의로 690,,,,36.3098735,126.8543072,2019-06-10,4570000,충청남도 부여군,
홍산면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 홍산면 홍산로 77,,,,36.2166586,126.7605264,2019-06-10,4570000,충청남도 부여군,
옥산면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 옥산면 대백제로 336-6,,,,36.191477,126.7335969,2019-06-10,4570000,충청남도 부여군,
남면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 남면 남성로 426,,,,36.2119926,126.806461,2019-06-10,4570000,충청남도 부여군,
충화면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 충화면 팔충로 770,,,,36.1818876,126.821584,2019-06-10,4570000,충청남도 부여군,
양화면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 양화면 입포로53번길 6,,,,36.1353007,126.881158,2019-06-10,4570000,충청남도 부여군,
임천면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 임천면 성흥로97번길 23,,,,36.1911835,126.8948232,2019-06-10,4570000,충청남도 부여군,
장암면 행정복지센터,행정복지센터 주차장 내,충청남도,연중무휴,00:00,23:59,Y,N,,,,N,충청남도 부여군 장암면 석동로 15,,,,36.2439126,126.8864758,2019-06-10,4570000,충청남도 부여군,
