주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,Unnamed: 33
116-2-000010,고척1동 마을공동,공영,노외,서울특별시 구로구 중앙로8길 16,서울특별시 구로구 고척1동 52-54,88,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,65000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.502261,126.863882,2019-05-03,3160000,서울특별시 구로구,-1.0
116-2-000012,개봉1동 마을공동,공영,노외,-1,서울특별시 구로구 개봉1동 416-2,56,5,요일제,평일,09:00,18:00,23:59,23:59,23:59,23:59,유료,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금,야간은 정기권 차량만 이용,서울특별시 구로구시설관리공단,02-839-4875,37.505741,126.844893,2019-05-03,3160000,서울특별시 구로구,-1.0
116-2-000013,개봉1동 노외,공영,노외,서울특별시 구로구 경인로33길 51,서울특별시 구로구 개봉1동 134-8,134,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,75000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.505741,126.844893,2019-05-03,3160000,서울특별시 구로구,-1.0
116-2-000015,오류1동 텃골,공영,노외,서울특별시 구로구 경인로15길 22,서울특별시 구로구 오류1동 6-11,84,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,65000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.495385,126.83929499999999,2019-05-03,3160000,서울특별시 구로구,-1.0
116-2-000016,고척근린공원 지하,공영,노외,서울특별시 구로구 고척로45길 39,서울특별시 구로구 고척동 산 9-14,199,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,-1.0,-1.0,112000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.505917,126.844427,2019-05-03,3160000,서울특별시 구로구,-1.0
116-2-000017,구로4동 주택가 공동,공영,노외,서울특별시 구로구 구로동로 26길 54,서울특별시 구로구 구로4동 741-44외 4필지,198,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,75000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.489771000000005,126.878328,2019-05-03,3160000,서울특별시 구로구,-1.0
119-2-000001,흑석빗물펌프장,공영,노외,서울특별시 동작구 서달로15길 6,서울특별시 동작구 흑석동 105,45,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,190,5.0,190.0,24.0,35000.0,120000.0,-1,-1,서울특별시 동작구시설관리공단,02-826-5627,37.508318,126.962708,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000002,대방생태,공영,노외,서울특별시 동작구 대방로1길 9,서울특별시 동작구 대방동 395-1,39,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-826-3135,37.500189,126.92664099999999,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000003,구릉,공영,노외,서울특별시 동작구 여의대방로24차길 34,서울특별시 동작구 신대방동 351-14,20,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-816-1494,37.498866,126.92731200000001,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000004,서광,공영,노외,서울특별시 동작구 신대방11길 32,서울특별시 동작구 신대방동 607-45,60,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-833-0919,37.488642999999996,126.907909,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000005,한누리,공영,노외,서울특별시 동작구 남부순환로267길 6-1,"서울특별시 동작구 사당동 1046-1, 419-155",45,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-597-9219,37.477255,126.97678799999998,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000006,도화,공영,노외,서울특별시 동작구 성대로17길지하 52,서울특별시 동작구 상도동 244-50 외6,56,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-811-0983,37.499621000000005,126.934969,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000007,동작주차공원,공영,노외,서울특별시 동작구 현충로 213,서울특별시 동작구 동작동 326,147,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,70000.0,-1,-1,서울특별시 동작구시설관리공단,02-537-2849,37.503698,126.976331,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000008,보라매공원동문,공영,노외,서울특별시 동작구 보라매로5길 28,서울특별시 동작구 신대방동 395,52,4,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,100,5.0,100.0,-1.0,-1.0,50000.0,-1,-1,서울특별시 동작구시설관리공단,070-7204-3271,37.493882765900004,126.92354399999999,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000009,동작구청부설,공영,노외,서울특별시 동작구 장승배기로 161,서울특별시 동작구 노량진동 47-2,88,2,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,250,5.0,250.0,-1.0,-1.0,60000.0,-1,-1,서울특별시 동작구시설관리공단,02-820-1440,37.512187,126.940148,2019-05-10,3190000,서울특별시 동작구,-1.0
119-2-000010,빙수골장미,공영,노외,서울특별시 동작구 국사봉16길 40,서울특별시 동작구 상도동 301-132,64,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-812-0986,37.493558,126.93348600000002,2019-05-10,3190000,서울특별시 동작구,-1.0
119-1-000011,보라매병원앞,공영,노상,서울특별시 동작구 보라매로5길 44,서울특별시 동작구 신대방동 395-61,34,2,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,10:00,20:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,-1,-1,서울특별시 동작구시설관리공단,02-832-2445,37.492348,126.92304399999999,2019-05-10,3190000,서울특별시 동작구,-1.0
119-1-000012,동작갯마을,공영,노상,서울특별시 동작구 동작대로 213,서울특별시 동작구 사당동 102-65,52,3,요일제,평일+토요일,09:00,19:00,09:00,19:00,00:00,23:59,유료,5,150,5.0,150.0,-1.0,-1.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-3481-6830,37.495658,126.98253600000001,2019-05-10,3190000,서울특별시 동작구,-1.0
122-1-000005,언주로147길,공영,노상,서울특별시 강남구 언주로  147길 18,서울특별시 강남구 논현동 63-16,14,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5198200484,127.0327639394,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000006,도산대로45길,공영,노상,서울특별시 강남구 도산대로 323,서울특별시 강남구 신사동 651,46,1,요일제,평일,10:00,20:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5228966185,127.0370142285,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000007,언주로171길,공영,노상,서울특별시 강남구 언주로 857,서울특별시 강남구 신사동 621,30,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5270207991,127.03298429889999,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000008,선릉로146길,공영,노상,서울특별시 강남구 선릉로 742,서울특별시 강남구 청담동 23-3,32,1,요일제,평일,10:00,20:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5213878437,127.04373744809999,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000009,선릉로132길,공영,노상,서울특별시 강남구 학동로 405,서울특별시 강남구 청담동 42,17,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.517784333499996,127.04235984879999,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000010,테헤란로64길,공영,노상,서울특별시 강남구 테헤란로 412,서울특별시 강남구 대치동 890,12,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5047630961,127.0512599944,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000011,영동대로85길,공영,노상,서울특별시 강남구 테헤란로 504,서울특별시 강남구 대치동 942,74,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.506627181,127.0573460276,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000012,테헤란로26길,공영,노상,서울특별시 강남구 테헤란로 152,서울특별시 강남구 역삼동 737,12,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5000256817,127.0365098652,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000013,논현로28길,공영,노상,서울특별시 강남구 논현로 30길,서울특별시 강남구 도곡동 517-10,66,2,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,300,5.0,600.0,10.0,24000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4841581477,127.04412277280001,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000014,영동대로106길,공영,노상,서울특별시 강남구 영동대로106길33,서울특별시 강남구 삼성동 162-23,62,2,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,300,5.0,600.0,10.0,24000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5141634498,127.0638488878,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000015,영동대로96길,공영,노상,서울특별시 강남구 테헤란로103길10,서울특별시 강남구 삼성동 169,82,2,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,300,5.0,600.0,10.0,24000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5102059567,127.0643703239,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000016,남부순환로397길,공영,노상,서울특별시 강남구 남부순환로2921,서울특별시 강남구 대치동 623,33,2,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,300,5.0,600.0,10.0,24000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.493492914,127.05977398430001,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000017,대치동507-3,공영,노상,서울특별시 강남구 삼성로 151,서울특별시 강남구 대치동 506,26,2,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,300,5.0,600.0,10.0,24000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4931560638,127.06299873709999,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000018,헌릉로745길,공영,노상,서울특별시 강남구 헌릉로745길 37,서울특별시 강남구 율현동 101-13,225,2,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,300,5.0,600.0,10.0,24000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4703141748,127.1186383224,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000019,은마아파트,공영,노상,서울특별시 강남구 삼성로 212,서울특별시 강남구 대치동 316,56,2,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,300,5.0,600.0,10.0,24000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4996164902,127.0659173375,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000021,압구정로29길,공영,노상,서울특별시 강남구 압구정로29길 51,서울특별시 강남구 압구정동 445,173,3,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,400.0,10.0,16000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5308461381,127.0271391059,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000020,대치유수지체육공원,공영,노상,서울특별시 강남구 역삼로107길20-30,서울특별시 강남구 대치동 78-24,99,3,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,400.0,10.0,16000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5043185292,127.0680522022,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000022,일원동맛의거리,공영,노상,서울특별시 강남구 일원로 9길,서울특별시 강남구 일원동 687~645-13,25,4,요일제,평일,11:00,21:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.490298866399996,127.0847745765,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000002,도산대로25길32,공영,노외,서울특별시 강남구 도곡로 421,서울특별시 강남구 신사동 564-1,26,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,0.0,0.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4976788229,127.0564525891,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000005,도곡로327,공영,노외,서울특별시 강남구 도곡로 327,서울특별시 강남구 역삼동 765-22,22,1,요일제,평일+토요일+공휴일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,0.0,0.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4961565104,127.0516657363,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000003,도곡로21길7,공영,노외,서울특별시 강남구 도곡로 21길7,서울특별시 강남구 역삼동 795-25,78,1,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,400,0.0,0.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4925934254,127.0388718483,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000001,도곡로421,공영,노외,서울특별시 강남구 도곡로 421,서울특별시 강남구 대치4동 939-21,29,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,0.0,0.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4976788229,127.0564525891,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000007,강남치매지원센터,공영,노외,서울특별시 강남구 선릉로 108길 27,서울특별시 강남구 삼성동 113-26,115,1,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,01:00,00:00,유료,5,400,0.0,0.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5103116999,127.04637764540001,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000004,역삼1동문화센터,공영,노외,서울특별시 강남구 역삼로 7길 16,서울특별시 강남구 역삼동 829-20,118,1,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,02:00,00:00,유료,5,400,0.0,0.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4953738379,127.0332824836,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000006,삼성1동문화센터,공영,노외,서울특별시 강남구 봉은사로 616,"서울특별시 강남구 삼성동 161-2,3",67,1,요일제,평일+토요일+공휴일,07:00,22:00,00:00,00:00,03:00,00:00,유료,5,400,0.0,0.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5143551261,127.0626093517,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000008,압구정428,공영,노외,서울특별시 강남구 압구정로 161,서울특별시 강남구 압구정동 428,343,1,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,400,0.0,0.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5268421056,127.0270562016,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000029,역삼문화공원,공영,노외,서울특별시 강남구 테헤란로7길 32,서울특별시 강남구 역삼동 635,59,2,요일제,평일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,10.0,25000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5025141908,127.03039046159999,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000010,언북초교,공영,노외,서울특별시 강남구 삼성로 135길 42,서울특별시 강남구 청담동 27,225,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,10.0,25000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.520126074000004,127.0447140682,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000009,논현로32길15,공영,노외,서울특별시 강남구 논현로 32길15,서울특별시 강남구 도곡2동 516-2,21,2,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,10.0,25000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4842521056,127.04343991020001,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000011,대치2동문화센터,공영,노외,서울특별시 강남구 영동대로 65길 24,서울특별시 강남구 대치동 980-9,158,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,10.0,25000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5023060444,127.064187116,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000012,논현초교,공영,노외,서울특별시 강남구 강남대로 120길33,서울특별시 강남구 논현동 168,192,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,10.0,25000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.508490656599996,127.0262216669,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000013,도곡초교,공영,노외,서울특별시 강남구 선릉로 64길 33,서울특별시 강남구 대치4동 924-10,200,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,10.0,25000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4995106013,127.05446360399999,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000014,신구초교,공영,노외,서울특별시 강남구 압구정로 18길 28,서울특별시 강남구 신사동 550-4,185,2,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,10.0,25000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5233612951,127.02399152299999,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000015,구룡산제1호,공영,노외,서울특별시 강남구 양재대로 478 외,서울특별시 강남구 개포동567-25외10,92,3,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,200,0.0,0.0,10.0,18000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4760669787,127.0672849458,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000016,구룡산제2호,공영,노외,서울특별시 강남구 양재대로 478,서울특별시 강남구 개포동 126-2,132,3,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,200,0.0,0.0,10.0,18000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4760669787,127.0672849458,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000019,포이초교,공영,노외,서울특별시 강남구 개포로22길 87,서울특별시 강남구 개포동 1273,190,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,0.0,0.0,10.0,18000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.475292873,127.0514162216,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000017,논현로22길,공영,노외,서울특별시 강남구 논현로 22길,서울특별시 강남구 개포동 1266,96,3,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,200,0.0,0.0,10.0,18000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4812594671,127.0468164511,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000020,개포동공원,공영,노외,서울특별시 강남구 개포로 509,서울특별시 강남구 개포동 182-1,149,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,0.0,0.0,10.0,18000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4897076707,127.068292231,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000021,언주초교,공영,노외,서울특별시 강남구 남부순환로363길19,서울특별시 강남구 도곡동 922,191,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,0.0,0.0,10.0,18000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4863230777,127.0367926524,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000018,개포로24길33,공영,노외,서울특별시 강남구 개포로24길 33,서울특별시 강남구 개포동 1204,36,3,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,200,0.0,0.0,10.0,18000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4771388546,127.0497487923,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000025,탄천제2호,공영,노외,서울특별시 강남구 양재대로 55길28,서울특별시 강남구 일원동 4-47,323,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4931474673,127.0877676116,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000022,탄천주차장,공영,노외,서울특별시 강남구 봉은사로114길13,서울특별시 강남구 삼성동 171,926,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5141115358,127.066491114,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000023,대청역,공영,노외,서울특별시 강남구 개포로623-1,서울특별시 강남구 개포동 13-2,168,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4949158103,127.07932019959999,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000027,일원1동,공영,노외,서울특별시 강남구 양재대로 27길 5,서울특별시 강남구 일원동 684-8,68,4,요일제,평일,06:00,22:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.4895657461,127.0817931211,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000024,영희초교,공영,노외,서울특별시 강남구 일원로21,서울특별시 강남구 일원동 617,187,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.492301660500004,127.08113120590001,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000028,대왕초교,공영,노외,서울특별시 강남구 헌릉로 618길 8,서울특별시 강남구 세곡동 122-2,100,4,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.464621355700004,127.1055894642,2019-03-05,3220000,서울특별시 강남구,-1.0
122-3-000001,구청 부설,공영,부설,서울특별시 강남구 학동로426,서울특별시 강남구 삼성동 16-14,201,2,요일제,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5179663586,127.0470610826,2019-03-05,3220000,서울특별시 강남구,-1.0
122-3-000002,삼성로별관 부설,공영,부설,서울특별시 강남구 삼성로628,서울특별시 강남구 삼성동 66,45,2,요일제,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,5,300,0.0,0.0,0.0,0.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5159099376,127.0521408548,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000001,강남대로150길,공영,노상,서울특별시 강남구 도산대로 108,서울특별시 강남구 논현동 1,7,1,요일제,평일,10:00,20:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.516193545300005,127.02065462600001,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000002,논현로131길,공영,노상,서울특별시 강남구 학동로171,서울특별시 강남구 논현동 58,21,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.514047266,127.0295490687,2019-03-05,3220000,서울특별시 강남구,-1.0
122-1-000003,테헤란로69길,공영,노상,서울특별시 강남구 테헤란로 69길,서울특별시 강남구 삼성동 142,13,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.506351874,127.05261374700001,2019-03-05,3220000,서울특별시 강남구,-1.0
122-2-000026,밤고개로21길,공영,노외,서울특별시 강남구 개포로623-1,서울특별시 강남구 개포동 13-2,110,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,-1.0,카드,-1,강남구도시관리공단,1544-3113,37.4949158103,127.07932019959999,2019-03-05,3220000,서울특별시 강남구,-1.0
